Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01003005,Kingston upon Thames 018E,0,0,0,470,50,50,0,0,10,0,0,0,0,580.00 
MSOA,E02000616,Kingston upon Thames 019,10,0,0,"1,380",190,210,190,220,70,20,80,10,0,2390.00 
LSOA,E01002944,Kingston upon Thames 019A,0,0,0,110,80,60,0,200,40,0,0,0,0,500.00 
LSOA,E01002945,Kingston upon Thames 019B,0,0,0,370,60,100,40,0,10,10,80,0,0,670.00 
LSOA,E01002946,Kingston upon Thames 019C,0,0,0,380,30,30,130,10,20,0,0,0,0,600.00 
LSOA,E01002947,Kingston upon Thames 019D,10,0,0,520,20,30,20,0,0,0,0,10,0,610.00 
MSOA,E02000617,Kingston upon Thames 020,80,20,30,760,"1,110",290,130,110,150,490,110,80,10,3370.00 
LSOA,E01002940,Kingston upon Thames 020A,0,0,10,270,300,10,10,0,10,0,0,10,0,620.00 
LSOA,E01002943,Kingston upon Thames 020B,0,0,0,50,450,0,0,0,0,0,0,0,0,510.00 
LSOA,E01002948,Kingston upon Thames 020C,70,20,10,60,30,80,40,10,30,330,90,40,10,840.00 
LSOA,E01002949,Kingston upon Thames 020D,0,0,10,310,80,10,20,10,60,150,10,30,0,680.00 
LSOA,E01002950,Kingston upon Thames 020E,10,0,10,60,240,180,70,100,50,0,0,10,0,720.00 
LAU2,E09000024,Merton,"9,840","12,960","10,610","21,470","3,790","2,270","3,540","4,230","4,770","2,730","4,040","1,850",420,82510.00 
MSOA,E02000689,Merton 001,250,"1,580",370,180,50,50,10,30,100,50,630,60,30,3390.00 
LSOA,E01003472,Merton 001A,0,480,0,0,0,0,0,0,0,0,0,0,0,490.00 
LSOA,E01003473,Merton 001B,90,330,70,10,10,0,10,0,0,0,10,20,10,550.00 
LSOA,E01003474,Merton 001C,50,240,40,20,10,40,0,10,20,10,30,10,0,500.00 
LSOA,E01003475,Merton 001D,90,200,150,10,40,20,0,20,70,0,570,0,20,1190.00 
LSOA,E01003478,Merton 001E,20,320,100,140,10,0,0,0,10,30,20,20,10,670.00 
MSOA,E02000690,Merton 002,500,220,160,180,60,300,430,160,130,90,120,40,50,2430.00 
LSOA,E01003460,Merton 002A,260,70,10,40,10,40,110,70,20,30,40,10,30,720.00 
LSOA,E01003462,Merton 002B,190,0,60,60,10,80,30,70,80,10,20,0,10,620.00 
LSOA,E01003464,Merton 002C,10,10,50,30,0,110,240,30,20,50,40,10,10,590.00 
LSOA,E01003465,Merton 002D,50,140,40,50,30,60,50,0,20,10,30,10,10,490.00 
MSOA,E02000691,Merton 003,"1,350",710,20,60,220,140,50,60,180,90,120,20,10,3040.00 
LSOA,E01003400,Merton 003A,380,110,0,30,10,30,0,30,50,0,10,0,10,650.00 
LSOA,E01003454,Merton 003B,120,290,10,20,0,10,0,0,80,80,0,0,0,610.00 
LSOA,E01003456,Merton 003C,220,150,10,20,10,80,50,20,40,10,110,10,0,710.00 
LSOA,E01003476,Merton 003D,200,110,0,0,180,0,0,0,0,0,0,0,0,490.00 
LSOA,E01003477,Merton 003E,430,60,0,0,20,20,10,10,20,0,10,0,0,580.00 
MSOA,E02000692,Merton 004,910,480,130,510,60,230,270,400,220,320,240,60,70,3900.00 
LSOA,E01003401,Merton 004A,120,90,10,200,30,30,30,70,30,20,30,20,30,690.00 
LSOA,E01003402,Merton 004B,110,30,50,100,10,20,60,80,50,170,80,0,10,750.00 
LSOA,E01003403,Merton 004C,290,90,40,20,20,10,100,60,20,40,30,10,20,740.00 
LSOA,E01003404,Merton 004D,180,20,20,130,0,120,40,160,110,90,70,20,10,960.00 
LSOA,E01003461,Merton 004E,220,260,20,60,0,50,50,30,10,10,40,10,10,750.00 
MSOA,E02000693,Merton 005,"1,010","1,220",220,250,20,50,50,160,480,140,450,10,0,4060.00 
LSOA,E01003367,Merton 005A,90,140,150,70,10,40,30,80,70,0,310,0,0,980.00 
LSOA,E01003369,Merton 005B,220,360,40,150,0,0,0,0,10,10,0,0,0,800.00 
LSOA,E01003370,Merton 005C,270,350,20,20,0,0,20,30,40,10,100,10,0,870.00 
LSOA,E01003371,Merton 005D,180,360,20,10,10,0,0,20,10,0,40,0,0,650.00 
LSOA,E01003455,Merton 005E,240,10,0,0,0,0,0,30,360,120,0,0,0,770.00 
MSOA,E02000694,Merton 006,"1,910",890,20,80,50,20,20,350,140,150,310,30,0,3950.00 
LSOA,E01003359,Merton 006A,410,170,10,10,10,10,0,70,40,60,50,10,0,860.00 
LSOA,E01003360,Merton 006B,690,30,0,30,0,0,10,0,0,0,0,0,0,770.00 
LSOA,E01003457,Merton 006C,140,440,0,30,10,0,0,10,10,0,10,0,0,640.00 
LSOA,E01003458,Merton 006D,370,220,10,0,10,0,10,20,20,40,20,0,0,700.00 
LSOA,E01003459,Merton 006E,300,40,0,0,30,0,0,250,80,50,230,10,0,990.00 
MSOA,E02000695,Merton 007,10,"1,550",770,390,30,20,10,20,60,10,40,30,10,2960.00 
LSOA,E01003394,Merton 007A,0,50,500,90,10,0,0,0,0,0,10,0,10,670.00 
LSOA,E01003395,Merton 007B,0,220,10,230,20,20,10,0,10,10,10,10,0,530.00 
LSOA,E01003396,Merton 007C,0,530,0,0,0,0,0,0,0,0,10,0,0,550.00 
LSOA,E01003397,Merton 007D,0,340,140,30,0,0,0,20,50,0,0,0,0,570.00 
LSOA,E01003398,Merton 007E,10,410,120,40,10,0,10,0,10,0,10,20,0,640.00 
MSOA,E02000696,Merton 008,280,800,240,330,30,40,10,270,830,380,50,10,10,3280.00 
LSOA,E01003368,Merton 008A,60,130,140,140,20,20,10,0,80,0,0,0,0,590.00 
LSOA,E01003372,Merton 008B,120,130,50,30,10,0,0,260,20,0,30,0,0,650.00 
LSOA,E01003393,Merton 008C,100,520,0,0,0,20,0,10,10,0,10,10,10,690.00 
LSOA,E01003406,Merton 008D,0,0,50,80,0,0,0,0,370,80,0,0,0,580.00 
LSOA,E01003407,Merton 008E,10,20,0,80,0,0,0,0,360,300,10,0,0,770.00 
MSOA,E02000697,Merton 009,"1,450",990,30,70,90,20,100,180,300,220,180,30,0,3660.00 
LSOA,E01003355,Merton 009A,220,250,10,30,40,10,70,10,50,50,40,20,0,790.00 
LSOA,E01003356,Merton 009B,80,430,0,10,20,0,0,90,30,10,30,0,0,690.00 
LSOA,E01003358,Merton 009C,320,120,0,20,10,10,10,40,150,60,70,10,0,810.00 
LSOA,E01003383,Merton 009D,470,70,0,10,0,0,0,10,30,90,20,10,0,720.00 
LSOA,E01003384,Merton 009E,360,120,20,10,20,0,10,30,40,10,20,0,0,650.00 
MSOA,E02000698,Merton 010,370,820,660,500,110,140,170,150,100,110,110,30,20,3280.00 
LSOA,E01003442,Merton 010A,80,160,10,30,40,60,100,70,40,90,80,10,10,760.00 
LSOA,E01003443,Merton 010B,230,240,90,0,10,10,20,20,10,0,10,10,0,670.00 
LSOA,E01003444,Merton 010C,50,220,70,190,20,50,30,30,30,10,10,0,0,710.00 
LSOA,E01003445,Merton 010D,10,190,210,200,20,20,10,0,0,0,0,0,0,670.00 
LSOA,E01003463,Merton 010E,10,10,280,70,20,10,0,20,20,10,10,10,0,470.00 
MSOA,E02000699,Merton 011,600,"1,330",500,290,190,30,30,60,90,60,40,30,20,3280.00 
LSOA,E01003380,Merton 011A,20,310,250,60,40,0,0,0,10,0,0,0,0,680.00 
LSOA,E01003382,Merton 011B,50,410,140,40,50,0,0,0,0,0,0,0,0,690.00 
LSOA,E01003385,Merton 011C,270,140,40,90,80,0,0,0,10,0,0,0,0,620.00 
LSOA,E01003399,Merton 011D,180,190,0,0,30,30,30,60,70,20,30,0,10,650.00 
LSOA,E01003423,Merton 011E,80,290,70,110,0,0,10,0,10,30,10,20,10,630.00 
MSOA,E02000700,Merton 012,50,190,190,590,150,350,320,620,510,330,100,40,20,3450.00 
LSOA,E01003357,Merton 012A,0,70,20,50,110,170,220,90,20,0,40,20,0,810.00 
LSOA,E01003376,Merton 012B,10,0,0,250,0,0,50,50,30,200,10,10,0,600.00 
LSOA,E01003377,Merton 012C,0,0,0,20,20,180,50,100,20,130,10,10,20,550.00 
LSOA,E01003408,Merton 012D,20,40,20,210,0,0,0,380,150,0,50,0,0,860.00 
LSOA,E01003410,Merton 012E,20,80,150,50,20,0,0,0,310,0,0,0,0,630.00 
MSOA,E02000701,Merton 013,100,470,720,620,120,170,0,160,270,80,350,30,20,3110.00 
LSOA,E01003386,Merton 013A,10,130,10,160,10,150,0,20,0,30,220,0,0,730.00 
LSOA,E01003388,Merton 013B,0,110,0,180,70,0,0,100,60,50,20,30,0,620.00 
LSOA,E01003389,Merton 013C,70,150,120,120,40,20,0,30,40,10,40,10,10,650.00 
LSOA,E01003392,Merton 013D,10,70,140,120,0,0,0,0,160,0,10,0,0,520.00 
LSOA,E01003409,Merton 013E,10,10,440,40,0,0,0,20,0,0,50,0,10,590.00 
MSOA,E02000702,Merton 014,200,60,370,740,450,40,510,110,390,150,20,430,0,3460.00 
LSOA,E01003387,Merton 014A,60,10,20,160,200,20,40,40,80,0,0,200,0,830.00 
LSOA,E01003391,Merton 014B,0,0,0,80,0,0,470,0,10,0,0,0,0,550.00 
LSOA,E01003411,Merton 014C,120,0,100,270,20,0,0,70,130,0,20,20,0,750.00 
LSOA,E01003412,Merton 014D,0,0,140,40,140,20,0,0,130,140,0,0,0,610.00 
LSOA,E01003435,Merton 014E,20,50,120,200,80,0,0,0,50,0,0,210,0,720.00 
MSOA,E02000703,Merton 015,290,170,"1,120","1,040",60,20,0,50,100,90,110,10,0,3060.00 
LSOA,E01003361,Merton 015A,0,10,70,510,30,0,0,0,0,0,20,0,0,640.00 
LSOA,E01003424,Merton 015B,60,50,380,40,10,0,0,0,50,0,0,0,0,590.00 
LSOA,E01003425,Merton 015C,0,10,260,230,0,0,0,0,0,20,0,0,0,520.00 
LSOA,E01003426,Merton 015D,20,40,360,150,0,10,0,0,0,40,20,0,0,630.00 
LSOA,E01003428,Merton 015E,210,70,50,110,20,10,0,50,50,40,70,10,0,680.00 
MSOA,E02000704,Merton 016,160,900,400,"1,160",170,40,300,130,70,40,80,150,30,3620.00 
LSOA,E01003366,Merton 016A,0,0,150,420,10,0,10,10,10,0,0,0,0,610.00 
LSOA,E01003381,Merton 016B,80,530,20,20,20,0,0,0,10,10,40,0,10,750.00 
LSOA,E01003446,Merton 016C,50,250,120,290,10,0,10,20,20,20,30,90,10,910.00 
LSOA,E01003447,Merton 016D,0,0,0,250,50,40,270,80,10,0,0,10,0,700.00 
LSOA,E01003471,Merton 016E,20,120,120,180,80,0,10,20,30,10,0,50,10,660.00 
MSOA,E02000705,Merton 017,20,30,"1,430","1,010",90,0,40,80,90,50,160,220,0,3220.00 
LSOA,E01003413,Merton 017A,10,0,320,190,10,0,0,0,50,20,140,0,0,750.00 
LSOA,E01003414,Merton 017B,0,10,190,370,0,0,0,0,0,30,0,0,0,600.00 
LSOA,E01003415,Merton 017C,0,0,530,0,40,0,0,20,0,0,0,220,0,800.00 
LSOA,E01003416,Merton 017D,10,20,140,230,20,0,40,60,40,0,0,0,0,570.00 
LSOA,E01003434,Merton 017E,0,0,240,230,20,0,0,0,0,0,10,0,0,510.00 
MSOA,E02000706,Merton 018,160,70,380,710,490,120,90,620,220,150,250,120,30,3400.00 
LSOA,E01003373,Merton 018A,0,10,0,0,0,70,0,290,90,60,20,0,0,540.00 
LSOA,E01003378,Merton 018B,90,30,220,150,10,0,0,20,40,10,140,10,10,730.00 
LSOA,E01003379,Merton 018C,20,20,50,170,290,50,20,0,30,80,10,10,0,740.00 
LSOA,E01003390,Merton 018D,10,10,0,100,180,0,0,290,0,0,70,10,0,660.00 
LSOA,E01003405,Merton 018E,40,10,120,290,20,0,70,30,60,0,10,100,10,730.00 
MSOA,E02000707,Merton 019,0,0,460,700,340,100,890,20,50,30,220,10,0,2830.00 
LSOA,E01003429,Merton 019A,0,0,190,290,10,0,0,0,10,0,20,0,0,520.00 
LSOA,E01003430,Merton 019B,0,0,0,0,0,0,580,0,0,0,0,0,0,580.00 
LSOA,E01003431,Merton 019C,0,0,160,10,80,0,180,20,20,30,50,0,0,560.00 
LSOA,E01003432,Merton 019D,0,0,50,110,230,0,0,0,20,0,150,0,0,560.00 
LSOA,E01003433,Merton 019E,0,0,60,290,10,100,130,0,0,0,0,10,0,610.00 
MSOA,E02000708,Merton 020,10,300,"1,130","1,300",160,20,40,10,30,30,20,140,30,3200.00 
LSOA,E01003466,Merton 020A,10,30,210,300,10,10,30,0,0,0,0,40,10,650.00 
LSOA,E01003467,Merton 020B,0,20,100,390,20,0,0,0,30,20,10,90,0,690.00 
LSOA,E01003468,Merton 020C,0,130,250,250,0,0,0,10,0,0,10,0,0,650.00 
LSOA,E01003469,Merton 020D,0,0,250,210,110,0,10,0,0,0,0,0,0,590.00 
LSOA,E01003470,Merton 020E,0,120,320,140,20,0,0,0,0,0,0,10,10,630.00 
MSOA,E02000709,Merton 021,0,0,50,"2,500",100,0,0,220,0,0,0,10,0,2880.00 
LSOA,E01003362,Merton 021A,0,0,50,450,10,0,0,0,0,0,0,0,0,510.00 
LSOA,E01003363,Merton 021B,0,0,0,590,10,0,0,0,0,0,0,0,0,600.00 
LSOA,E01003364,Merton 021C,0,0,0,610,10,0,0,0,0,0,0,0,0,620.00 
LSOA,E01003365,Merton 021D,0,0,0,500,10,0,0,0,0,0,0,0,0,510.00 
LSOA,E01003421,Merton 021E,0,0,0,350,70,0,0,220,0,0,0,0,0,640.00 
MSOA,E02000710,Merton 022,80,140,510,"1,030",380,250,150,260,190,130,190,30,40,3380.00 
LSOA,E01003374,Merton 022A,20,50,30,90,70,40,10,0,140,50,70,0,30,600.00 
LSOA,E01003375,Merton 022B,60,70,300,170,20,0,30,0,0,0,10,20,10,680.00 
LSOA,E01003437,Merton 022C,0,20,160,250,60,120,40,40,10,30,40,10,10,790.00 
LSOA,E01003440,Merton 022D,0,0,10,300,190,50,0,30,10,40,30,0,0,670.00 
LSOA,E01003441,Merton 022E,0,0,0,220,40,30,70,190,20,20,50,0,0,640.00 
MSOA,E02000711,Merton 023,60,30,430,"2,300",90,60,10,30,150,0,30,310,10,3500.00 
LSOA,E01003427,Merton 023A,50,20,30,470,50,50,0,30,10,0,10,20,0,740.00 
LSOA,E01003436,Merton 023B,0,0,100,480,10,10,0,0,0,0,10,0,0,620.00 
LSOA,E01003439,Merton 023C,10,0,90,400,10,0,0,0,60,0,0,0,0,570.00 
LSOA,E01003448,Merton 023D,0,0,60,550,0,0,0,0,0,0,0,290,0,910.00 
LSOA,E01003453,Merton 023E,10,0,150,390,20,0,0,0,80,0,10,10,0,660.00 
MSOA,E02000712,Merton 024,50,0,340,"2,330",280,30,20,60,40,40,130,0,0,3340.00 
LSOA,E01003438,Merton 024A,0,0,110,460,80,0,0,0,0,0,10,0,0,670.00 
LSOA,E01003449,Merton 024B,50,0,130,320,50,30,20,10,20,0,10,0,0,630.00 
LSOA,E01003450,Merton 024C,0,0,50,500,20,0,0,0,20,40,0,0,0,630.00 
LSOA,E01003451,Merton 024D,0,0,30,510,30,0,0,10,0,0,0,0,0,600.00 
LSOA,E01003452,Merton 024E,0,0,30,550,110,0,0,40,0,0,100,0,0,810.00 
MSOA,E02000713,Merton 025,20,10,0,"2,630",20,10,20,20,10,0,110,0,10,2850.00 
LSOA,E01003417,Merton 025A,0,0,0,570,20,0,0,20,0,0,0,0,0,610.00 
LSOA,E01003418,Merton 025B,0,0,0,540,0,0,0,0,0,0,0,0,0,540.00 
LSOA,E01003419,Merton 025C,0,0,0,590,0,0,0,0,0,0,60,0,0,660.00 
LSOA,E01003420,Merton 025D,20,0,0,490,0,0,0,0,0,0,0,0,0,510.00 
LSOA,E01003422,Merton 025E,0,10,0,440,0,0,20,0,10,0,50,0,0,530.00 
LAU2,E09000026,Redbridge,"8,580","19,620","10,790","26,020","7,410","6,190","3,770","2,960","4,480","3,570","7,690",600,120,101790.00 
MSOA,E02000751,Redbridge 001,320,440,380,"1,010",180,690,620,300,140,230,110,30,0,4460.00 
LSOA,E01003744,Redbridge 001A,50,10,0,90,20,180,160,30,40,30,0,30,0,640.00 
LSOA,E01003745,Redbridge 001B,10,30,50,340,20,20,10,0,0,20,0,0,0,490.00 
LSOA,E01003746,Redbridge 001C,90,60,20,70,50,50,60,210,40,20,40,10,0,700.00 
LSOA,E01003747,Redbridge 001D,0,60,70,230,60,40,0,0,0,30,0,0,0,500.00 
LSOA,E01003748,Redbridge 001E,20,150,60,40,30,70,70,10,10,120,50,0,0,610.00 
LSOA,E01003749,Redbridge 001F,30,40,20,160,10,170,260,0,10,0,0,0,0,700.00 
LSOA,E01003750,Redbridge 001G,120,100,160,90,0,180,60,50,50,10,20,0,0,820.00 
MSOA,E02000752,Redbridge 002,0,10,40,220,"1,780",260,170,180,80,20,100,10,0,2870.00 
LSOA,E01003720,Redbridge 002A,0,0,40,150,240,120,0,150,30,20,60,10,0,820.00 
LSOA,E01003722,Redbridge 002B,0,0,0,60,360,70,120,10,50,0,10,0,0,680.00 
LSOA,E01003723,Redbridge 002C,0,0,0,10,680,20,0,0,0,0,0,0,0,720.00 
LSOA,E01003726,Redbridge 002D,0,10,0,0,500,50,40,10,0,0,20,0,0,650.00 
MSOA,E02000753,Redbridge 003,20,10,60,300,"1,160",210,250,120,110,160,60,20,0,2470.00 
LSOA,E01003721,Redbridge 003A,0,0,50,290,10,90,90,50,10,0,10,0,0,620.00 
LSOA,E01003724,Redbridge 003B,20,10,0,0,310,80,40,0,30,0,40,0,0,530.00 
LSOA,E01003725,Redbridge 003C,10,0,0,0,190,40,110,60,60,160,10,0,0,660.00 
LSOA,E01003727,Redbridge 003D,0,0,0,0,650,0,0,0,10,0,0,10,0,670.00 
MSOA,E02000754,Redbridge 004,240,130,180,"1,290",120,250,190,80,30,10,140,0,0,2660.00 
LSOA,E01003654,Redbridge 004A,0,0,80,320,60,130,0,20,0,0,0,0,0,610.00 
LSOA,E01003655,Redbridge 004B,210,70,40,270,10,20,10,20,0,10,0,0,0,660.00 
LSOA,E01003658,Redbridge 004C,20,10,60,210,0,90,150,40,30,0,120,0,0,730.00 
LSOA,E01003660,Redbridge 004D,10,50,10,500,40,10,40,0,0,0,20,0,0,670.00 
MSOA,E02000755,Redbridge 005,120,70,110,790,240,350,20,140,240,60,70,10,0,2220.00 
LSOA,E01003656,Redbridge 005A,90,10,30,80,210,220,10,0,10,0,30,0,0,680.00 
LSOA,E01003657,Redbridge 005B,20,60,30,270,40,120,10,140,100,60,40,10,0,890.00 
LSOA,E01003659,Redbridge 005C,20,0,50,440,0,0,0,0,130,0,10,0,0,650.00 
MSOA,E02000756,Redbridge 006,70,40,280,"2,100",380,750,30,110,500,10,840,10,0,5130.00 
LSOA,E01003698,Redbridge 006A,0,0,10,420,50,30,10,0,0,0,20,0,0,540.00 
LSOA,E01003699,Redbridge 006B,10,0,10,270,40,70,0,0,210,0,0,0,0,620.00 
LSOA,E01003700,Redbridge 006C,20,0,100,390,40,20,10,10,0,0,280,0,0,880.00 
LSOA,E01003701,Redbridge 006D,40,30,40,430,60,20,0,10,0,0,10,0,0,650.00 
LSOA,E01003702,Redbridge 006E,0,10,40,140,20,200,0,60,270,10,20,0,0,770.00 
LSOA,E01003703,Redbridge 006F,0,0,10,80,120,280,0,30,10,0,490,0,0,1010.00 
LSOA,E01003704,Redbridge 006G,0,0,70,370,50,140,0,0,20,0,20,0,0,670.00 
MSOA,E02000757,Redbridge 007,"1,070",660,280,750,170,310,410,220,80,280,790,110,10,5120.00 
LSOA,E01003668,Redbridge 007A,230,80,20,20,80,100,130,40,0,10,40,10,0,760.00 
LSOA,E01003669,Redbridge 007B,290,110,40,20,30,30,30,30,30,0,30,0,0,630.00 
LSOA,E01003670,Redbridge 007C,40,90,10,240,30,60,40,50,0,0,30,0,0,590.00 
LSOA,E01003671,Redbridge 007D,30,60,50,360,30,0,20,20,0,0,0,0,0,560.00 
LSOA,E01003672,Redbridge 007E,130,20,10,10,10,50,130,10,50,110,180,100,0,790.00 
LSOA,E01003673,Redbridge 007F,310,140,20,50,0,40,10,10,10,20,190,0,0,780.00 
LSOA,E01003674,Redbridge 007G,50,160,140,40,0,40,60,70,0,140,310,0,10,1020.00 
MSOA,E02000758,Redbridge 008,0,20,30,"1,210",400,260,20,60,230,0,10,10,0,2250.00 
LSOA,E01003707,Redbridge 008A,0,0,0,300,140,40,10,0,0,0,0,0,0,490.00 
LSOA,E01003708,Redbridge 008B,0,20,10,110,180,220,10,50,60,0,10,10,0,650.00 
LSOA,E01003709,Redbridge 008C,0,0,0,550,30,10,0,0,0,0,0,0,0,590.00 
LSOA,E01003710,Redbridge 008D,0,0,20,250,50,10,0,10,180,0,0,0,0,520.00 
MSOA,E02000759,Redbridge 009,720,450,120,"1,830",220,360,620,220,10,50,180,20,0,4800.00 
LSOA,E01003759,Redbridge 009A,30,50,0,400,60,0,0,0,0,10,20,0,0,570.00 
LSOA,E01003760,Redbridge 009B,80,30,10,350,0,20,130,30,0,0,20,0,0,650.00 
LSOA,E01003761,Redbridge 009C,0,0,0,130,0,110,410,0,0,10,60,0,0,720.00 
LSOA,E01003762,Redbridge 009D,190,140,30,70,30,50,40,110,0,0,10,0,0,670.00 
LSOA,E01003763,Redbridge 009E,0,0,0,570,60,20,0,20,0,0,0,0,0,680.00 
LSOA,E01003764,Redbridge 009F,180,150,10,210,20,140,30,30,0,30,40,10,0,860.00 
LSOA,E01003765,Redbridge 009G,250,80,80,110,40,20,10,30,10,0,40,0,0,660.00 
MSOA,E02000760,Redbridge 010,30,30,100,"1,540",50,210,90,210,130,60,260,0,0,2720.00 
LSOA,E01003705,Redbridge 010A,20,30,20,370,20,30,0,0,130,30,180,0,0,820.00 
LSOA,E01003706,Redbridge 010B,0,0,30,440,30,140,0,0,0,0,0,0,0,640.00 
LSOA,E01003711,Redbridge 010C,10,0,40,480,0,40,40,20,0,0,30,0,0,660.00 
LSOA,E01003712,Redbridge 010D,0,0,20,260,0,0,50,190,0,30,60,0,0,600.00 
MSOA,E02000762,Redbridge 012,30,40,630,"1,020",120,20,90,10,170,0,20,10,0,2150.00 
LSOA,E01003646,Redbridge 012A,20,40,330,50,10,20,40,10,70,0,10,10,0,600.00 
LSOA,E01003648,Redbridge 012B,10,0,40,410,0,0,40,0,30,0,10,0,0,550.00 
LSOA,E01003649,Redbridge 012C,0,0,60,360,100,0,0,0,0,0,0,0,0,520.00 
LSOA,E01003651,Redbridge 012D,10,0,200,210,0,0,0,0,70,0,0,0,0,490.00 
MSOA,E02000763,Redbridge 013,50,70,400,860,290,230,170,110,10,60,140,60,0,2440.00 
LSOA,E01003639,Redbridge 013A,0,40,190,150,30,70,80,60,10,10,60,50,0,750.00 
LSOA,E01003640,Redbridge 013B,10,0,80,350,10,0,90,30,0,0,50,0,0,640.00 
LSOA,E01003641,Redbridge 013C,0,20,100,270,50,30,0,0,0,40,20,0,0,530.00 
LSOA,E01003642,Redbridge 013D,40,10,40,80,200,130,0,20,0,0,10,0,0,530.00 
MSOA,E02000764,Redbridge 014,"1,050",440,480,"1,350",190,290,310,390,320,420,200,30,10,5480.00 
LSOA,E01003774,Redbridge 014A,90,40,60,310,20,80,20,10,20,240,0,0,0,880.00 
LSOA,E01003775,Redbridge 014B,0,60,110,280,50,40,90,20,10,0,20,0,0,670.00 
LSOA,E01003776,Redbridge 014C,80,10,10,170,90,10,140,160,80,120,60,0,0,930.00 
LSOA,E01003777,Redbridge 014D,520,40,30,50,10,40,20,30,50,50,30,20,0,880.00 
LSOA,E01003778,Redbridge 014E,200,90,40,150,10,90,10,130,60,20,70,10,0,870.00 
LSOA,E01003779,Redbridge 014F,160,200,60,60,20,20,30,40,120,0,20,0,0,730.00 
LSOA,E01003780,Redbridge 014G,0,0,170,330,10,0,0,0,0,0,0,0,0,520.00 
MSOA,E02000765,Redbridge 015,10,70,780,980,30,60,20,80,30,0,190,20,0,2260.00 
LSOA,E01003647,Redbridge 015A,0,0,120,330,10,0,0,10,10,0,130,0,0,610.00 
LSOA,E01003650,Redbridge 015B,10,50,130,270,10,50,20,70,0,0,10,0,0,600.00 
LSOA,E01003652,Redbridge 015C,0,0,130,320,0,0,0,0,20,0,0,0,0,490.00 
LSOA,E01003653,Redbridge 015D,0,20,400,50,10,0,0,0,0,0,60,20,0,560.00 
MSOA,E02000767,Redbridge 017,90,120,420,"1,130",90,80,60,130,40,30,480,0,0,2660.00 
LSOA,E01003638,Redbridge 017A,10,0,150,160,60,0,10,120,0,0,70,0,0,590.00 
LSOA,E01003643,Redbridge 017B,30,30,130,340,0,60,40,0,0,0,0,0,0,630.00 
LSOA,E01003644,Redbridge 017C,0,0,50,430,20,0,0,0,0,0,0,0,0,510.00 
LSOA,E01003645,Redbridge 017D,50,90,80,200,20,20,0,10,30,30,400,0,0,930.00 
MSOA,E02000768,Redbridge 018,160,560,370,420,140,180,220,80,10,70,20,30,0,2260.00 
LSOA,E01003789,Redbridge 018A,110,240,50,20,10,30,70,70,0,0,0,0,0,610.00 
LSOA,E01003794,Redbridge 018B,0,50,30,260,80,10,40,0,0,70,20,10,0,560.00 
LSOA,E01003795,Redbridge 018C,10,120,140,80,20,50,10,10,10,0,0,20,0,460.00 
LSOA,E01003796,Redbridge 018D,30,140,160,70,30,90,110,0,0,0,0,0,0,630.00 
MSOA,E02000769,Redbridge 019,100,190,400,"1,660",500,480,30,10,630,490,820,70,30,5410.00 
LSOA,E01003661,Redbridge 019A,0,10,10,450,10,70,0,0,10,0,160,0,0,730.00 
LSOA,E01003662,Redbridge 019B,20,60,10,330,10,10,30,0,10,210,60,0,0,750.00 
LSOA,E01003663,Redbridge 019C,0,20,50,80,120,260,0,0,100,0,40,0,10,670.00 
LSOA,E01003664,Redbridge 019D,0,0,130,160,210,100,0,0,0,10,0,0,0,620.00 
LSOA,E01003665,Redbridge 019E,0,0,150,330,40,0,0,0,0,10,10,0,0,530.00 
LSOA,E01003666,Redbridge 019F,60,90,10,110,10,20,0,10,460,50,130,70,30,1040.00 
LSOA,E01033590,Redbridge 019H,10,0,30,20,10,10,0,0,0,40,260,0,0,370.00 
LSOA,E01033592,Redbridge 019I,0,0,10,190,100,10,0,0,50,180,160,0,0,700.00 
MSOA,E02000770,Redbridge 020,160,660,570,540,120,190,20,100,50,30,40,10,0,2490.00 
LSOA,E01003751,Redbridge 020A,10,80,270,110,0,130,0,30,0,0,0,0,0,640.00 
LSOA,E01003753,Redbridge 020B,0,60,50,290,120,50,20,70,0,0,10,0,0,650.00 
LSOA,E01003754,Redbridge 020C,50,70,200,140,0,10,0,0,50,30,10,0,0,560.00 
LSOA,E01003757,Redbridge 020D,90,450,50,0,0,10,0,0,0,0,30,0,0,640.00 
MSOA,E02000772,Redbridge 022,80,"1,000",0,730,110,90,30,10,40,150,320,10,0,2570.00 
LSOA,E01003769,Redbridge 022A,30,480,0,10,10,0,0,0,0,10,20,10,0,570.00 
LSOA,E01003770,Redbridge 022B,0,40,0,340,60,20,0,10,0,130,260,0,0,850.00 
LSOA,E01003771,Redbridge 022C,40,440,0,0,0,20,20,0,40,0,10,0,0,570.00 
LSOA,E01003773,Redbridge 022D,10,50,0,370,40,50,10,0,0,0,30,0,0,570.00 
MSOA,E02000773,Redbridge 023,80,620,940,360,40,10,0,0,250,10,560,0,10,2860.00 
LSOA,E01003752,Redbridge 023A,0,30,460,70,20,10,0,0,20,0,210,0,0,830.00 
LSOA,E01003755,Redbridge 023B,10,70,330,90,20,0,0,0,40,10,40,0,0,600.00 
