Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01002568,Hounslow 003D,20,0,10,20,10,30,300,260,10,30,390,390,0,1480.00 
LSOA,E01033081,Hounslow 003F,30,10,0,10,0,100,0,50,20,60,390,0,0,670.00 
LSOA,E01033082,Hounslow 003G,0,0,0,10,0,0,60,590,0,0,30,0,0,700.00 
MSOA,E02000529,Hounslow 004,50,30,240,990,150,100,790,80,90,210,40,30,0,2810.00 
LSOA,E01002620,Hounslow 004A,40,30,110,110,10,20,190,80,20,30,30,10,0,680.00 
LSOA,E01002625,Hounslow 004B,0,0,0,360,50,30,0,0,60,0,0,0,0,490.00 
LSOA,E01002626,Hounslow 004C,10,10,90,290,10,10,60,0,0,10,10,10,0,500.00 
LSOA,E01002627,Hounslow 004D,0,0,0,40,0,40,510,0,0,0,0,0,0,590.00 
LSOA,E01002631,Hounslow 004E,0,0,40,190,80,0,40,0,10,170,10,10,0,550.00 
MSOA,E02000530,Hounslow 005,10,0,0,340,250,490,"1,100",0,70,10,30,60,0,2350.00 
LSOA,E01002633,Hounslow 005A,0,0,0,10,0,280,280,0,40,0,10,0,0,640.00 
LSOA,E01002634,Hounslow 005B,0,0,0,0,30,70,410,0,30,10,0,0,0,540.00 
LSOA,E01002637,Hounslow 005C,0,0,0,250,10,0,280,0,0,0,20,50,0,600.00 
LSOA,E01002638,Hounslow 005D,0,0,0,90,210,140,130,0,0,0,0,10,0,570.00 
MSOA,E02000531,Hounslow 006,"1,290",160,660,410,100,250,180,190,200,100,840,70,10,4460.00 
LSOA,E01002563,Hounslow 006A,50,0,270,230,30,0,0,0,60,10,0,0,0,650.00 
LSOA,E01002565,Hounslow 006B,400,110,0,30,0,70,20,100,30,10,380,0,0,1160.00 
LSOA,E01002567,Hounslow 006C,590,30,10,0,20,20,0,30,70,10,30,0,0,820.00 
LSOA,E01002684,Hounslow 006D,240,10,40,50,50,70,80,60,20,70,420,50,0,1150.00 
LSOA,E01002686,Hounslow 006E,10,0,330,100,0,90,80,0,20,10,10,10,10,680.00 
MSOA,E02000532,Hounslow 007,740,900,180,490,280,240,80,340,240,390,80,70,0,4030.00 
LSOA,E01002571,Hounslow 007A,80,100,0,0,0,20,0,70,30,330,20,0,0,640.00 
LSOA,E01002572,Hounslow 007B,10,0,0,340,0,30,0,240,50,0,0,0,0,670.00 
LSOA,E01002577,Hounslow 007C,80,370,70,10,40,20,40,10,20,20,20,0,0,680.00 
LSOA,E01002578,Hounslow 007D,50,100,100,100,50,50,0,0,140,10,20,30,0,630.00 
LSOA,E01002689,Hounslow 007E,480,20,10,10,170,60,20,0,0,10,30,10,0,820.00 
LSOA,E01002690,Hounslow 007F,50,320,0,30,20,70,20,20,10,30,0,30,0,600.00 
MSOA,E02000533,Hounslow 008,"1,200",630,120,520,300,390,120,230,110,90,170,20,0,3890.00 
LSOA,E01002576,Hounslow 008A,270,130,20,0,190,80,0,10,0,50,20,0,0,760.00 
LSOA,E01002579,Hounslow 008B,120,30,60,110,70,200,80,140,0,0,30,0,0,830.00 
LSOA,E01002580,Hounslow 008C,370,20,0,120,0,10,0,70,60,10,40,10,0,700.00 
LSOA,E01002581,Hounslow 008D,280,130,30,210,30,30,20,10,50,10,70,0,0,860.00 
LSOA,E01002582,Hounslow 008E,170,330,10,80,20,70,20,0,0,20,10,0,0,730.00 
MSOA,E02000534,Hounslow 009,60,240,460,"1,190",20,100,70,170,160,10,470,10,0,2960.00 
LSOA,E01002675,Hounslow 009A,0,120,170,190,0,10,20,10,0,10,380,0,0,890.00 
LSOA,E01002678,Hounslow 009B,10,20,100,320,10,10,0,50,140,0,10,0,0,680.00 
LSOA,E01002679,Hounslow 009C,0,0,20,600,0,0,0,0,10,0,0,0,0,640.00 
LSOA,E01002680,Hounslow 009D,50,100,160,90,10,80,50,110,20,0,80,10,0,760.00 
MSOA,E02000535,Hounslow 010,0,30,400,"1,490",130,340,150,110,110,0,110,20,0,2890.00 
LSOA,E01002619,Hounslow 010A,0,30,330,100,20,70,60,0,20,0,10,0,0,630.00 
LSOA,E01002622,Hounslow 010B,0,0,20,250,100,60,0,50,50,0,10,10,0,550.00 
LSOA,E01002632,Hounslow 010C,0,0,0,450,0,0,30,10,0,0,80,0,0,570.00 
LSOA,E01002635,Hounslow 010D,0,0,0,300,10,180,20,0,0,0,10,10,0,530.00 
LSOA,E01002636,Hounslow 010E,0,0,50,390,0,20,40,50,50,0,10,10,0,620.00 
MSOA,E02000536,Hounslow 011,40,40,840,980,80,130,300,200,90,220,80,20,10,3020.00 
LSOA,E01002618,Hounslow 011A,0,0,330,150,0,10,10,0,0,0,10,0,0,520.00 
LSOA,E01002621,Hounslow 011B,0,10,90,260,20,40,0,110,50,0,10,0,0,610.00 
LSOA,E01002623,Hounslow 011C,30,20,50,210,50,40,0,0,0,100,0,0,0,500.00 
LSOA,E01002628,Hounslow 011D,10,10,90,260,0,30,180,40,0,0,20,0,0,630.00 
LSOA,E01002629,Hounslow 011E,0,10,280,100,0,10,100,50,40,120,50,10,0,760.00 
MSOA,E02000537,Hounslow 012,50,350,"1,230",450,30,130,160,210,120,160,40,90,0,3020.00 
LSOA,E01002630,Hounslow 012A,20,20,290,20,0,80,0,10,0,150,10,0,0,600.00 
LSOA,E01002639,Hounslow 012B,0,0,430,70,0,0,10,0,0,0,10,0,0,530.00 
LSOA,E01002640,Hounslow 012C,30,240,230,0,20,0,0,10,10,0,10,0,0,560.00 
LSOA,E01002674,Hounslow 012D,0,70,80,130,0,0,130,180,110,10,10,80,0,780.00 
LSOA,E01002676,Hounslow 012E,0,30,210,230,10,50,30,0,0,10,10,0,0,570.00 
MSOA,E02000538,Hounslow 013,20,20,120,"1,320",610,270,210,50,60,30,40,220,20,2980.00 
LSOA,E01002583,Hounslow 013A,0,0,10,340,10,0,70,40,60,0,10,10,0,550.00 
LSOA,E01002584,Hounslow 013B,10,10,0,320,0,10,130,0,0,10,10,40,0,540.00 
LSOA,E01002585,Hounslow 013C,10,0,0,190,330,0,0,0,0,0,10,0,0,530.00 
LSOA,E01002586,Hounslow 013D,0,0,20,440,0,10,0,0,0,0,10,0,0,470.00 
LSOA,E01002589,Hounslow 013E,0,0,90,50,270,240,20,0,0,20,0,180,20,880.00 
MSOA,E02000539,Hounslow 014,610,340,240,940,40,40,70,190,150,750,810,230,10,4420.00 
LSOA,E01002668,Hounslow 014A,150,20,0,80,0,10,0,70,30,330,200,10,0,900.00 
LSOA,E01002669,Hounslow 014B,70,0,0,440,0,0,0,0,90,50,70,0,0,730.00 
LSOA,E01002681,Hounslow 014C,60,0,0,190,0,0,50,30,0,260,150,70,10,820.00 
LSOA,E01002682,Hounslow 014D,10,80,230,130,0,10,10,60,10,90,80,150,0,870.00 
LSOA,E01002683,Hounslow 014E,320,240,10,90,30,30,10,40,10,30,300,10,0,1100.00 
MSOA,E02000540,Hounslow 015,580,460,490,530,100,100,90,330,310,250,410,90,0,3730.00 
LSOA,E01002642,Hounslow 015A,60,140,170,70,10,0,10,40,60,140,60,80,0,830.00 
LSOA,E01002643,Hounslow 015B,40,10,210,40,10,0,10,240,10,90,270,0,0,930.00 
LSOA,E01002645,Hounslow 015C,250,180,70,20,0,50,30,0,170,0,30,0,0,800.00 
LSOA,E01002658,Hounslow 015D,60,40,0,360,0,0,30,20,0,10,10,0,0,520.00 
LSOA,E01002677,Hounslow 015E,180,90,40,40,80,50,20,40,70,10,40,0,0,660.00 
MSOA,E02000541,Hounslow 016,70,120,830,490,230,80,750,250,30,30,80,40,0,3000.00 
LSOA,E01002587,Hounslow 016A,0,0,100,180,110,50,140,0,30,0,10,10,0,620.00 
LSOA,E01002588,Hounslow 016B,0,0,0,0,80,0,590,0,0,0,0,10,0,690.00 
LSOA,E01002660,Hounslow 016C,50,80,200,100,10,0,0,50,0,30,30,0,0,560.00 
LSOA,E01002661,Hounslow 016D,0,0,430,50,30,30,0,0,0,0,10,10,0,570.00 
LSOA,E01002665,Hounslow 016E,10,40,110,160,0,0,10,190,0,0,30,10,0,560.00 
MSOA,E02000542,Hounslow 017,480,310,360,610,30,150,290,530,130,130,150,440,0,3600.00 
LSOA,E01002624,Hounslow 017A,20,20,10,300,0,20,0,110,10,30,0,0,0,510.00 
LSOA,E01002646,Hounslow 017B,90,50,30,50,10,30,200,40,70,80,60,20,0,730.00 
LSOA,E01002662,Hounslow 017C,110,110,240,140,0,10,10,0,0,0,0,0,0,640.00 
LSOA,E01002663,Hounslow 017D,60,120,40,90,20,30,30,270,0,0,20,20,0,700.00 
LSOA,E01002664,Hounslow 017E,200,10,50,20,0,50,40,120,40,30,70,400,0,1030.00 
MSOA,E02000543,Hounslow 018,"1,110",600,390,380,50,110,230,100,110,190,960,60,0,4310.00 
LSOA,E01002641,Hounslow 018A,130,130,130,10,10,20,160,50,20,10,20,10,0,680.00 
LSOA,E01002648,Hounslow 018C,200,190,60,80,10,60,0,10,30,20,250,10,0,910.00 
LSOA,E01002649,Hounslow 018D,300,120,80,20,10,20,50,30,20,20,50,20,0,720.00 
LSOA,E01002657,Hounslow 018E,140,90,100,260,10,10,20,10,20,20,0,0,0,670.00 
LSOA,E01033083,Hounslow 018F,40,10,10,0,0,0,0,0,0,100,500,10,0,670.00 
LSOA,E01033084,Hounslow 018G,300,80,10,10,20,0,10,10,20,40,150,20,0,660.00 
MSOA,E02000544,Hounslow 019,70,20,300,"1,630",70,290,80,150,210,10,30,40,0,2890.00 
LSOA,E01002653,Hounslow 019A,0,0,190,360,0,0,0,0,0,0,0,20,0,570.00 
LSOA,E01002654,Hounslow 019B,0,0,0,410,0,10,0,130,100,0,10,0,0,650.00 
LSOA,E01002655,Hounslow 019C,70,20,110,350,0,60,0,0,0,0,10,0,0,640.00 
LSOA,E01002656,Hounslow 019D,0,0,0,160,0,190,80,20,40,10,0,10,0,500.00 
LSOA,E01002659,Hounslow 019E,0,0,0,350,60,20,0,0,70,0,10,10,0,530.00 
MSOA,E02000545,Hounslow 020,430,60,340,240,130,250,60,980,630,140,90,40,0,3390.00 
LSOA,E01002667,Hounslow 020A,110,30,10,10,60,120,60,0,200,50,30,40,0,710.00 
LSOA,E01002670,Hounslow 020B,40,0,30,200,60,130,0,0,140,90,0,0,0,690.00 
LSOA,E01002671,Hounslow 020C,290,30,290,30,10,0,0,0,10,0,10,0,0,660.00 
LSOA,E01002672,Hounslow 020D,0,0,20,0,0,0,0,350,290,0,50,0,0,700.00 
LSOA,E01002673,Hounslow 020E,0,0,0,0,0,0,0,620,0,0,0,0,0,620.00 
MSOA,E02000546,Hounslow 021,220,210,430,780,90,80,60,160,520,190,290,40,0,3080.00 
LSOA,E01002647,Hounslow 021A,20,0,0,90,70,20,50,140,260,100,20,0,0,750.00 
LSOA,E01002650,Hounslow 021B,0,0,40,190,0,0,0,0,230,100,250,20,0,820.00 
LSOA,E01002651,Hounslow 021C,100,160,160,50,20,10,0,0,20,0,20,0,0,540.00 
LSOA,E01002652,Hounslow 021D,100,50,190,80,0,60,20,20,10,0,0,10,0,540.00 
LSOA,E01002666,Hounslow 021E,0,0,50,370,0,0,0,0,0,0,0,10,0,430.00 
MSOA,E02000547,Hounslow 022,240,100,90,"1,520",200,600,420,230,80,70,60,10,10,3620.00 
LSOA,E01002555,Hounslow 022A,60,10,0,160,110,210,120,10,20,10,10,0,0,710.00 
LSOA,E01002556,Hounslow 022B,10,10,0,470,30,10,100,20,0,0,0,0,0,660.00 
LSOA,E01002590,Hounslow 022C,120,70,40,210,20,120,30,50,30,30,10,0,0,730.00 
LSOA,E01002592,Hounslow 022D,20,10,50,240,60,230,50,110,30,10,10,0,0,800.00 
LSOA,E01002595,Hounslow 022E,30,10,10,440,0,30,130,30,0,30,30,0,0,720.00 
MSOA,E02000548,Hounslow 023,50,50,60,440,830,500,50,360,590,50,560,160,0,3690.00 
LSOA,E01002557,Hounslow 023A,10,0,40,10,170,340,30,20,50,40,60,10,0,780.00 
LSOA,E01002558,Hounslow 023B,30,0,0,300,90,40,10,0,0,10,190,140,0,810.00 
LSOA,E01002559,Hounslow 023C,10,0,0,80,270,0,0,180,50,0,320,0,0,910.00 
LSOA,E01002560,Hounslow 023D,0,50,20,60,290,130,0,0,90,0,0,0,0,630.00 
LSOA,E01002561,Hounslow 023E,0,0,0,0,0,0,0,160,400,0,0,0,0,560.00 
MSOA,E02000549,Hounslow 024,80,360,150,"1,760",940,280,40,150,0,160,50,100,10,4080.00 
LSOA,E01002591,Hounslow 024A,0,30,0,70,510,10,0,0,0,0,0,0,0,630.00 
LSOA,E01002593,Hounslow 024B,10,0,60,440,10,150,10,10,0,0,20,10,0,720.00 
LSOA,E01002594,Hounslow 024C,10,60,10,460,100,20,30,0,0,0,0,0,0,700.00 
LSOA,E01002611,Hounslow 024D,20,40,10,370,80,40,0,0,0,90,10,10,0,680.00 
LSOA,E01002612,Hounslow 024E,30,220,70,40,10,60,0,140,0,70,20,70,0,730.00 
LSOA,E01002613,Hounslow 024F,10,0,0,390,230,0,0,0,0,0,0,0,0,630.00 
MSOA,E02000550,Hounslow 025,20,0,30,"1,170",220,100,260,320,170,600,940,0,10,3830.00 
LSOA,E01002598,Hounslow 025B,20,0,0,350,70,100,40,0,0,20,20,0,0,620.00 
LSOA,E01002599,Hounslow 025C,0,0,0,360,0,0,0,110,0,120,0,0,0,580.00 
LSOA,E01002600,Hounslow 025D,0,0,0,420,100,0,0,0,0,0,0,0,0,530.00 
LSOA,E01002603,Hounslow 025E,0,0,0,0,50,0,0,50,170,390,0,0,0,670.00 
LSOA,E01033000,Hounslow 025F,0,0,30,30,0,0,220,160,0,50,190,0,0,680.00 
LSOA,E01033030,Hounslow 025G,0,0,0,10,0,0,0,0,0,30,730,0,0,760.00 
MSOA,E02000551,Hounslow 026,40,0,20,910,790,230,410,520,150,180,10,30,10,3280.00 
LSOA,E01002604,Hounslow 026A,0,0,0,0,340,50,0,0,20,160,0,0,0,570.00 
LSOA,E01002605,Hounslow 026B,0,0,0,140,230,0,230,50,110,0,0,10,0,780.00 
LSOA,E01002606,Hounslow 026C,0,0,0,220,10,70,0,340,0,0,0,0,0,630.00 
LSOA,E01002607,Hounslow 026D,30,0,0,400,190,10,20,0,30,10,0,10,0,700.00 
LSOA,E01002615,Hounslow 026E,10,0,10,140,30,100,160,140,0,0,0,10,10,600.00 
MSOA,E02000552,Hounslow 027,40,20,130,940,180,280,50,80,620,550,380,60,10,3320.00 
LSOA,E01002596,Hounslow 027A,0,0,0,50,0,0,0,0,100,520,100,0,0,770.00 
LSOA,E01002601,Hounslow 027B,30,20,0,150,100,0,10,10,80,0,250,0,0,650.00 
LSOA,E01002602,Hounslow 027C,0,0,120,280,50,70,0,30,0,0,10,0,0,570.00 
LSOA,E01002614,Hounslow 027D,10,0,0,200,0,40,30,50,410,10,10,50,10,800.00 
LSOA,E01002616,Hounslow 027E,0,0,0,250,40,170,20,0,40,10,10,0,0,540.00 
MSOA,E02000553,Hounslow 028,180,10,50,730,230,840,160,240,40,50,70,20,10,2620.00 
LSOA,E01002608,Hounslow 028A,80,0,0,100,30,200,80,100,20,40,40,0,0,680.00 
LSOA,E01002609,Hounslow 028B,70,10,10,330,80,70,60,10,0,10,20,0,0,660.00 
LSOA,E01002610,Hounslow 028C,10,0,0,0,50,450,10,60,10,0,10,10,0,620.00 
LSOA,E01002617,Hounslow 028D,20,0,40,300,80,120,10,80,10,0,0,0,0,660.00 
MSOA,E02006792,Hounslow 029,"1,590",350,470,500,20,190,70,240,310,160,120,40,0,4050.00 
LSOA,E01002687,Hounslow 029A,430,10,0,180,0,60,30,60,30,0,20,0,0,810.00 
LSOA,E01002691,Hounslow 029B,110,0,440,30,0,0,0,0,0,10,10,0,0,600.00 
LSOA,E01002692,Hounslow 029C,300,150,0,20,20,80,50,40,100,40,60,30,0,890.00 
LSOA,E01002693,Hounslow 029D,360,100,0,10,0,0,0,140,110,110,10,0,0,840.00 
LSOA,E01032573,Hounslow 029E,390,90,30,250,0,50,0,10,60,10,20,10,0,910.00 
LAU2,E09000021,Kingston upon Thames,"9,500","5,030","4,060","19,670","4,360","4,450","4,480","3,560","2,800","3,480","2,850",960,110,65310.00 
MSOA,E02000598,Kingston upon Thames 001,160,170,170,"1,410",180,120,10,80,240,430,70,20,0,3060.00 
LSOA,E01003006,Kingston upon Thames 001A,0,0,40,190,0,0,0,0,0,370,20,0,0,630.00 
LSOA,E01003007,Kingston upon Thames 001B,0,0,0,440,60,30,0,0,10,10,0,0,0,570.00 
LSOA,E01003008,Kingston upon Thames 001C,0,50,30,430,0,0,0,0,0,0,0,0,0,510.00 
LSOA,E01003009,Kingston upon Thames 001D,30,10,30,240,110,80,10,70,110,40,20,20,0,780.00 
LSOA,E01003010,Kingston upon Thames 001E,120,100,70,100,0,10,0,10,120,0,30,0,0,570.00 
MSOA,E02000599,Kingston upon Thames 002,90,70,110,"1,100",230,240,200,70,180,40,100,30,10,2470.00 
LSOA,E01002952,Kingston upon Thames 002A,10,10,40,90,0,90,130,20,70,10,20,10,10,520.00 
LSOA,E01002953,Kingston upon Thames 002B,20,0,40,120,30,90,30,20,40,20,20,10,0,450.00 
LSOA,E01002955,Kingston upon Thames 002C,40,30,20,370,0,20,0,10,0,0,40,0,0,540.00 
LSOA,E01002956,Kingston upon Thames 002D,20,10,10,140,150,20,20,10,60,10,20,0,0,460.00 
LSOA,E01002959,Kingston upon Thames 002E,10,10,10,380,50,20,10,10,0,0,10,0,0,500.00 
MSOA,E02000600,Kingston upon Thames 003,930,190,50,210,480,110,690,330,240,140,40,0,0,3390.00 
LSOA,E01002935,Kingston upon Thames 003A,380,60,0,100,0,20,30,110,40,30,20,0,0,800.00 
LSOA,E01002938,Kingston upon Thames 003B,460,70,20,20,40,50,60,60,0,10,10,0,0,810.00 
LSOA,E01002951,Kingston upon Thames 003C,60,30,20,20,0,10,350,50,80,0,0,0,0,620.00 
LSOA,E01002954,Kingston upon Thames 003D,20,10,0,60,0,10,230,90,70,110,0,0,0,590.00 
LSOA,E01002957,Kingston upon Thames 003E,10,20,0,10,430,20,20,20,60,0,0,0,0,590.00 
MSOA,E02000601,Kingston upon Thames 004,"1,800",340,40,90,70,230,200,180,60,470,710,280,0,4470.00 
LSOA,E01002933,Kingston upon Thames 004A,370,30,0,10,60,90,70,40,30,30,10,0,0,740.00 
LSOA,E01002934,Kingston upon Thames 004B,230,160,20,0,0,20,110,140,0,0,10,20,0,700.00 
LSOA,E01002937,Kingston upon Thames 004D,590,30,0,0,0,10,0,0,0,0,10,0,0,650.00 
LSOA,E01003011,Kingston upon Thames 004E,350,90,10,70,0,110,20,0,10,10,0,60,0,730.00 
LSOA,E01033568,Kingston upon Thames 004F,0,0,0,0,0,0,0,0,0,240,490,200,0,940.00 
LSOA,E01033569,Kingston upon Thames 004G,270,30,10,0,0,0,0,0,20,180,210,0,0,710.00 
MSOA,E02000602,Kingston upon Thames 005,"1,020",400,170,260,200,50,870,150,280,290,260,40,10,3990.00 
LSOA,E01002964,Kingston upon Thames 005A,300,100,0,20,10,10,60,50,100,250,30,0,10,940.00 
LSOA,E01002969,Kingston upon Thames 005B,30,0,0,0,0,10,710,10,0,0,0,0,0,770.00 
LSOA,E01002971,Kingston upon Thames 005C,320,80,20,0,0,0,80,10,100,30,40,40,0,720.00 
LSOA,E01002972,Kingston upon Thames 005D,230,80,10,230,30,20,20,60,70,0,110,0,0,840.00 
LSOA,E01002974,Kingston upon Thames 005E,150,140,140,10,170,10,0,20,0,20,80,0,0,730.00 
MSOA,E02000603,Kingston upon Thames 006,60,130,710,"1,050",20,20,20,90,240,320,170,0,0,2840.00 
LSOA,E01002932,Kingston upon Thames 006A,10,30,90,30,0,10,0,10,150,240,130,0,0,700.00 
LSOA,E01002960,Kingston upon Thames 006B,0,20,20,450,0,0,0,70,20,0,0,0,0,580.00 
LSOA,E01002962,Kingston upon Thames 006C,0,0,220,210,0,0,0,0,30,0,0,0,0,470.00 
LSOA,E01002970,Kingston upon Thames 006D,40,40,260,170,10,0,0,10,30,0,20,0,0,590.00 
LSOA,E01002973,Kingston upon Thames 006E,10,40,140,200,10,0,20,0,10,80,10,0,0,500.00 
MSOA,E02000604,Kingston upon Thames 007,390,880,550,540,130,350,140,100,100,70,80,10,0,3360.00 
LSOA,E01002929,Kingston upon Thames 007A,10,210,150,130,40,0,20,10,50,0,30,10,0,660.00 
LSOA,E01002930,Kingston upon Thames 007B,120,190,50,50,60,90,40,40,0,20,20,0,0,680.00 
LSOA,E01002931,Kingston upon Thames 007C,10,380,200,60,0,0,0,0,0,0,0,10,0,660.00 
LSOA,E01002963,Kingston upon Thames 007D,120,70,10,80,40,210,80,50,20,50,20,0,0,760.00 
LSOA,E01002985,Kingston upon Thames 007E,140,20,140,220,0,50,0,0,20,10,0,0,0,610.00 
MSOA,E02000605,Kingston upon Thames 008,390,610,440,820,180,160,160,100,190,30,50,20,0,3160.00 
LSOA,E01002927,Kingston upon Thames 008A,110,80,130,170,0,20,30,10,90,0,0,0,0,650.00 
LSOA,E01002928,Kingston upon Thames 008B,30,180,110,60,10,60,40,70,90,10,30,20,0,700.00 
LSOA,E01002958,Kingston upon Thames 008C,190,310,70,30,20,10,10,0,10,10,10,0,0,670.00 
LSOA,E01002961,Kingston upon Thames 008D,60,50,90,370,40,30,20,10,0,10,0,0,0,680.00 
LSOA,E01002986,Kingston upon Thames 008E,0,0,50,180,120,40,60,10,0,0,0,0,0,470.00 
MSOA,E02000606,Kingston upon Thames 009,"1,170",540,140,510,150,480,470,350,260,220,630,230,20,5160.00 
LSOA,E01002965,Kingston upon Thames 009A,250,120,20,70,40,90,160,100,30,60,130,10,0,1090.00 
LSOA,E01002967,Kingston upon Thames 009B,260,100,20,180,10,180,30,140,50,10,20,0,10,1010.00 
LSOA,E01002968,Kingston upon Thames 009C,380,80,10,50,20,30,10,30,140,140,400,200,10,1480.00 
LSOA,E01002990,Kingston upon Thames 009D,180,90,10,50,70,100,230,60,40,0,80,20,0,910.00 
LSOA,E01002991,Kingston upon Thames 009E,100,160,80,160,0,100,40,20,10,0,10,0,0,680.00 
MSOA,E02000607,Kingston upon Thames 010,480,220,400,860,80,120,70,170,40,40,30,10,10,2530.00 
LSOA,E01002922,Kingston upon Thames 010A,60,60,160,170,10,40,70,110,40,10,0,0,0,720.00 
LSOA,E01002926,Kingston upon Thames 010B,0,0,50,460,40,40,0,0,0,0,10,0,0,600.00 
LSOA,E01002966,Kingston upon Thames 010C,410,90,60,90,40,20,10,0,0,20,20,0,0,760.00 
LSOA,E01002992,Kingston upon Thames 010D,0,60,130,140,0,30,0,60,0,0,10,0,0,450.00 
MSOA,E02000608,Kingston upon Thames 011,"1,160",360,230,290,140,330,90,250,110,190,150,90,10,3390.00 
LSOA,E01002921,Kingston upon Thames 011A,210,130,20,70,20,160,30,150,30,0,50,0,0,860.00 
LSOA,E01002987,Kingston upon Thames 011B,200,110,0,190,80,100,40,60,50,30,20,50,10,950.00 
LSOA,E01002988,Kingston upon Thames 011C,160,60,120,10,40,30,20,20,0,160,40,40,0,690.00 
LSOA,E01002989,Kingston upon Thames 011D,580,60,90,20,0,40,0,20,30,0,50,0,0,890.00 
MSOA,E02000609,Kingston upon Thames 012,80,50,40,"1,650",320,230,180,80,10,50,40,20,0,2750.00 
LSOA,E01002975,Kingston upon Thames 012A,0,0,0,440,0,30,30,0,0,0,0,0,0,500.00 
LSOA,E01002977,Kingston upon Thames 012B,10,0,0,230,210,90,50,0,0,40,10,0,0,660.00 
LSOA,E01002980,Kingston upon Thames 012C,0,0,0,480,0,0,0,0,0,0,0,0,0,480.00 
LSOA,E01002981,Kingston upon Thames 012D,0,0,10,410,80,0,10,0,0,0,10,0,0,530.00 
LSOA,E01002984,Kingston upon Thames 012E,70,50,30,90,20,110,90,80,10,10,20,10,0,590.00 
MSOA,E02000610,Kingston upon Thames 013,590,420,80,190,30,530,640,790,220,160,110,0,10,3760.00 
LSOA,E01002923,Kingston upon Thames 013A,30,10,10,0,0,20,230,380,10,40,20,0,0,740.00 
LSOA,E01002925,Kingston upon Thames 013B,270,230,10,50,10,20,20,40,100,10,30,0,0,780.00 
LSOA,E01002993,Kingston upon Thames 013C,70,60,10,0,0,230,230,230,20,0,30,0,0,870.00 
LSOA,E01002995,Kingston upon Thames 013D,90,50,60,80,10,90,70,80,0,90,10,0,0,630.00 
LSOA,E01002999,Kingston upon Thames 013E,130,60,0,70,10,170,100,70,90,10,20,0,0,730.00 
MSOA,E02000611,Kingston upon Thames 014,40,10,170,"2,330",20,70,10,0,10,20,10,0,0,2700.00 
LSOA,E01002915,Kingston upon Thames 014A,0,0,0,440,0,40,0,0,10,0,0,0,0,490.00 
LSOA,E01002916,Kingston upon Thames 014B,0,0,20,500,0,0,0,0,0,0,10,0,0,530.00 
LSOA,E01002917,Kingston upon Thames 014C,0,0,0,500,0,0,0,0,0,0,0,0,0,500.00 
LSOA,E01002920,Kingston upon Thames 014D,0,0,40,490,0,30,0,0,0,20,0,0,0,600.00 
LSOA,E01002924,Kingston upon Thames 014E,40,10,100,400,20,10,10,0,0,0,0,0,0,570.00 
MSOA,E02000612,Kingston upon Thames 015,30,0,80,"2,280",100,130,70,80,80,180,120,10,0,3160.00 
LSOA,E01002976,Kingston upon Thames 015A,0,0,40,550,0,0,0,0,40,10,10,0,0,660.00 
LSOA,E01002978,Kingston upon Thames 015B,30,0,20,480,10,40,10,50,0,0,80,0,0,710.00 
LSOA,E01002979,Kingston upon Thames 015C,10,0,0,330,30,10,20,10,30,170,10,0,0,620.00 
LSOA,E01002982,Kingston upon Thames 015D,0,0,0,370,50,70,30,20,0,10,0,0,0,550.00 
LSOA,E01002983,Kingston upon Thames 015E,0,0,20,550,10,10,0,0,0,0,20,0,0,620.00 
MSOA,E02000613,Kingston upon Thames 016,860,480,290,350,70,430,230,250,110,50,70,30,0,3210.00 
LSOA,E01002994,Kingston upon Thames 016A,140,40,20,100,10,150,10,70,50,0,20,10,0,620.00 
LSOA,E01002996,Kingston upon Thames 016B,250,170,20,20,30,20,10,20,10,20,20,0,0,580.00 
LSOA,E01002997,Kingston upon Thames 016C,240,110,70,60,0,30,20,50,0,0,10,0,0,590.00 
LSOA,E01002998,Kingston upon Thames 016D,120,120,100,40,20,10,140,20,10,20,10,10,0,620.00 
LSOA,E01003002,Kingston upon Thames 016E,100,40,80,130,20,210,50,100,40,10,20,10,0,800.00 
MSOA,E02000614,Kingston upon Thames 017,70,80,270,"2,090",70,100,40,70,120,230,10,70,10,3210.00 
LSOA,E01002918,Kingston upon Thames 017A,10,0,0,610,0,0,0,0,0,0,0,0,0,630.00 
LSOA,E01002919,Kingston upon Thames 017B,0,10,40,330,20,60,20,10,40,160,0,0,0,690.00 
LSOA,E01003000,Kingston upon Thames 017C,20,10,120,310,0,0,0,40,70,20,0,10,0,600.00 
LSOA,E01003001,Kingston upon Thames 017D,0,0,0,590,0,20,0,20,0,0,0,0,0,650.00 
LSOA,E01003003,Kingston upon Thames 017E,40,60,110,250,50,10,10,0,0,50,0,60,0,640.00 
MSOA,E02000615,Kingston upon Thames 018,90,70,80,"1,510",600,270,70,70,110,50,20,10,10,2950.00 
LSOA,E01002939,Kingston upon Thames 018A,0,20,10,150,260,70,20,60,30,0,0,0,0,610.00 
LSOA,E01002941,Kingston upon Thames 018B,40,30,20,310,80,50,20,10,20,50,0,10,10,630.00 
LSOA,E01002942,Kingston upon Thames 018C,30,10,0,260,150,60,20,0,0,0,0,0,0,530.00 
LSOA,E01003004,Kingston upon Thames 018D,20,10,60,330,70,40,10,10,50,0,10,0,0,610.00 
